Current_connection,City,Region,Nationality,Gender,Exact_Age,Connection,Segment,Performance,Preference,TRIM_Index,Communication,Communication,Proposition,Sales_Experience,Opt_inout,Network_Satisfaction,Customer_Support,Billing_Payment,Website_performance,Mobileapp_satisfaction,Performance_SNS_Promotions
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,33,Prepaid,VLV,4,4,100,8,0,0,,1,0,,0,0,,
Mobily,JEDDAH,Western,Nationals,Male,30,Postpaid,VHV,4,5,125,7,0,0,,1,1,,0,,,0
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,30,Prepaid,VLV,5,5,150,10,1,1,,1,1,1,1,1,1,1
Mobily,Other,Others,Nationals,Male,27,Prepaid,LV,5,5,150,7,0,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Female,25,Prepaid,VLV,3,2,25,8,0,0,,1,0,,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,35,Postpaid,LV,5,5,150,10,1,1,,1,1,,1,1,1,
Mobily,AT TAIF,Western,Nationals,Male,30,Prepaid,MV,1,1,-50,10,1,1,,1,0,,0,,,
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,34,Postpaid,VHV,5,5,150,9,1,1,,1,1,1,1,1,1,
Mobily,JIZAN,South,Nationals,Male,28,Prepaid,VLV,3,2,25,2,0,0,,0,0,,0,,0,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,26,Prepaid,VLV,5,5,150,10,1,1,,1,1,1,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,26,Postpaid,MV,1,1,-50,0,0,0,,0,0,0,0,0,0,0
Mobily,JEDDAH,Western,Expat Arabs,Male,30,Postpaid,HV,5,4,125,7,0,0,,1,1,1,0,0,1,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,33,Prepaid,LV,5,4,125,10,1,1,,1,1,,1,,,
Mobily,JEDDAH,Western,Nationals,Female,45,Prepaid,MV,4,4,100,10,1,1,,1,1,1,1,,1,
Mobily,AR RIYADH,Central,Nationals,Male,19,Postpaid,MV,4,3,75,8,0,0,,0,0,1,0,0,0,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,21,Prepaid,VLV,1,2,-25,8,0,0,,0,0,,0,0,,
Mobily,AR RIYADH,Central,Expat Asians,Male,29,Prepaid,MV,4,3,75,10,1,0,,0,1,,0,1,1,0
Mobily,Other,Others,Expat Arabs,Male,45,Postpaid,VHV,5,5,150,8,0,0,,0,0,1,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,26,Prepaid,LV,4,3,75,8,0,0,,1,0,0,0,0,0,
Mobily,Other,Others,Nationals,Female,40,Postpaid,MV,4,3,75,10,1,1,,0,0,1,0,1,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,33,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,1,,1
Mobily,AR RIYADH,Central,Expat Asians,Male,43,Postpaid,VLV,5,4,125,8,0,0,,1,0,,1,0,0,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,57,Prepaid,LV,4,5,125,3,0,1,,0,1,,1,,,
Mobily,JEDDAH,Western,Expat Asians,Male,46,Postpaid,VLV,5,3,100,8,0,0,,1,1,,1,0,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,33,Prepaid,VLV,3,1,0,5,0,0,,0,0,,0,,0,
Mobily,Other,Others,Nationals,Female,30,Postpaid,VLV,5,5,150,9,1,0,,1,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,30,Postpaid,VHV,3,3,50,2,0,0,,0,0,,0,0,0,
Mobily,JEDDAH,Western,Expat Arabs,Male,25,Postpaid,VLV,5,5,150,9,1,1,,1,1,1,,1,,
Mobily,JEDDAH,Western,Expat Asians,Male,40,Postpaid,LV,5,4,125,10,1,1,,1,1,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,50,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,45,Prepaid,VLV,2,2,0,7,0,0,,0,0,,0,,,
Mobily,Other,Others,Nationals,Male,50,Prepaid,LV,5,5,150,8,0,1,,1,0,,1,1,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,31,Postpaid,VHV,5,5,150,10,1,1,,1,1,1,1,1,1,
Mobily,AR RIYADH,Central,Expat Arabs,Male,36,Postpaid,LV,3,2,25,5,0,0,,0,0,0,0,,0,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,30,Prepaid,VLV,5,5,150,10,1,1,,1,1,1,1,,1,
Mobily,AT TAIF,Western,Nationals,Male,21,Postpaid,HV,3,5,100,8,0,1,,1,0,1,1,0,1,
Mobily,AL KHARJ,Central,Nationals,Female,33,Prepaid,VLV,5,5,150,10,1,1,,,1,,1,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,50,Prepaid,VLV,5,3,100,,,1,,1,1,,1,,,
Mobily,TABUK,Northern,Nationals,Male,40,Prepaid,VLV,3,3,50,3,0,0,,0,0,,0,,,
Mobily,SAKAKA,Northern,Expat Arabs,Male,41,Postpaid,VLV,5,2,75,10,1,1,,0,1,,0,,,1
Mobily,Other,Others,Nationals,Female,27,Postpaid,VLV,2,5,75,9,1,1,,1,1,,1,,,
Mobily,AL HADITHAH,Northern,Nationals,Female,26,Prepaid,LV,4,5,125,10,1,1,,1,1,,1,,1,
Mobily,AR RIYADH,Central,Expat Asians,Male,36,Postpaid,LV,4,3,75,8,0,0,,1,0,,1,,0,
Mobily,TABUK,Northern,Expat Arabs,Male,37,Prepaid,LV,5,5,150,9,1,1,,1,1,,1,,,1
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,28,Prepaid,LV,4,,50,,,,,1,1,1,1,,1,
Mobily,AD DAMMAM,Eastern,Nationals,Male,27,Postpaid,MV,3,2,25,5,0,1,,1,0,1,0,,,
Mobily,JEDDAH,Western,Nationals,Male,36,Prepaid,VLV,3,3,50,5,0,0,,0,1,0,1,1,1,
Mobily,HAFAR AL BATIN,Eastern,Nationals,Male,33,Prepaid,VLV,3,2,25,3,0,0,,0,0,0,0,0,0,
Mobily,Other,Others,Nationals,Male,27,Postpaid,VLV,2,3,25,4,0,0,,0,0,,0,0,,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,38,Postpaid,HV,5,5,150,10,1,1,,1,1,1,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,40,Postpaid,VLV,3,2,25,4,0,0,,0,0,,0,0,,
Mobily,AR RIYADH,Central,Expat Asians,Male,35,Prepaid,VLV,4,3,75,9,1,0,,1,1,,1,,,
Mobily,KHAMIS MUSHAYT,South,Expat Arabs,Male,60,Prepaid,VLV,5,5,150,5,0,1,,1,1,,1,,,
Mobily,JIZAN,South,Expat Asians,Male,37,Prepaid,VLV,4,4,100,7,0,0,,0,1,,0,,0,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,27,Prepaid,LV,4,5,125,10,1,1,,1,1,,1,,1,1
Mobily,AT TAIF,Western,Expat Asians,Male,29,Postpaid,VLV,5,2,75,,,,,0,0,,0,0,,1
Mobily,AR RIYADH,Central,Nationals,Male,20,Postpaid,LV,3,2,25,8,0,0,,0,0,,0,,0,
Mobily,JEDDAH,Western,Nationals,Male,29,Prepaid,LV,1,1,-50,2,0,0,,0,0,,0,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,29,Postpaid,VHV,5,3,100,8,0,1,,0,1,,1,0,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,18,Postpaid,VLV,1,1,-50,0,0,0,,0,0,0,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,25,Prepaid,VLV,5,5,150,6,0,0,,1,0,1,0,,,
Mobily,HAIL,Northern,Nationals,Male,40,Prepaid,VLV,3,2,25,7,0,0,,0,0,,0,,,
Mobily,KHAMIS MUSHAYT,South,Nationals,Male,22,Prepaid,MV,1,5,50,10,1,1,,1,0,,1,,,
Mobily,AD DAMMAM,Eastern,Nationals,Female,22,Prepaid,LV,3,4,75,7,0,0,,0,0,1,0,0,1,0
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,17,Postpaid,VLV,4,5,125,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,31,Postpaid,MV,5,4,125,9,1,0,,0,1,1,0,0,1,1
Mobily,JEDDAH,Western,Expat Arabs,Male,32,Prepaid,LV,3,3,50,8,0,1,,0,0,,0,,0,
Mobily,JEDDAH,Western,Expat Asians,Male,50,Postpaid,HV,3,4,75,7,0,0,,0,0,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,41,Postpaid,LV,4,2,50,5,0,0,,0,0,1,0,,1,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,42,Prepaid,VLV,3,3,50,7,0,0,,0,1,,1,0,,
Mobily,AL JUBAIL,Eastern,Nationals,Male,45,Prepaid,LV,4,1,25,10,1,0,,1,0,0,0,0,0,
Mobily,AR RIYADH,Central,Expat Asians,Male,37,Prepaid,VLV,3,3,50,5,0,0,,,0,,0,0,0,
Mobily,Other,Others,Expat Arabs,Male,35,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,SABYA,South,Nationals,Male,35,Prepaid,VLV,4,3,75,4,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,56,Prepaid,VLV,5,1,50,9,1,1,,1,1,,1,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,31,Prepaid,VLV,4,3,75,8,0,0,,0,0,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,38,Postpaid,VLV,,5,75,10,1,1,,0,1,,1,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,37,Prepaid,VLV,3,4,75,7,0,0,,1,0,0,0,0,0,0
Mobily,Other,Others,Nationals,Male,22,Postpaid,MV,2,2,0,,,0,,0,0,,1,0,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,54,Postpaid,LV,5,1,50,,,,,0,1,,1,,,
Mobily,AL QATIF,Eastern,Nationals,Female,19,Postpaid,VLV,3,2,25,6,0,0,,0,0,,0,,,
Mobily,Other,Others,Nationals,Male,26,Prepaid,VLV,2,1,-25,6,0,,,0,0,0,0,0,0,
Mobily,AL QATIF,Eastern,Nationals,Male,25,Postpaid,VHV,5,4,125,5,0,,,1,,,0,,,
Mobily,AR RIYADH,Central,Expat Arabs,Female,34,Prepaid,VLV,3,2,25,7,0,0,,0,0,1,0,0,1,
Mobily,JEDDAH,Western,Expat Asians,Male,40,Postpaid,MV,4,4,100,8,0,0,,0,0,1,0,1,0,0
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,27,Prepaid,VLV,3,3,50,10,1,0,,0,0,0,1,1,1,
Mobily,DAWMAT AL JANDAL,Northern,Nationals,Female,18,Prepaid,VLV,3,2,25,10,1,0,,0,0,0,1,,,
Mobily,JEDDAH,Western,Nationals,Male,23,Postpaid,HV,3,3,50,4,0,0,,0,0,1,1,,0,
Mobily,AL HUFUF,Eastern,Nationals,Male,22,Prepaid,VLV,3,3,50,8,0,0,,1,0,,0,0,1,
Mobily,JEDDAH,Western,Nationals,Male,28,Prepaid,VLV,5,3,100,8,0,1,,0,0,,0,,,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,25,Postpaid,LV,2,2,0,7,0,0,,0,0,1,0,0,1,0
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,18,Prepaid,VLV,5,4,125,10,1,1,,1,1,1,1,0,1,
Mobily,AR RIYADH,Central,Expat Asians,Male,54,Postpaid,LV,4,4,100,9,1,1,,,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,33,Prepaid,VLV,4,4,100,6,0,0,,0,0,,1,,,
Mobily,JEDDAH,Western,Expat Arabs,Female,30,Prepaid,VLV,5,5,150,10,1,,,,1,,1,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,24,Prepaid,LV,1,4,25,9,1,1,,1,0,1,1,,1,
Mobily,JEDDAH,Western,Expat Arabs,Male,37,Postpaid,HV,3,2,25,,,0,,0,0,1,0,0,0,
Mobily,JEDDAH,Western,Nationals,Male,33,Postpaid,VHV,2,1,-25,0,0,0,,0,0,,0,0,0,
Mobily,Other,Others,Nationals,Male,19,Prepaid,LV,3,2,25,6,0,0,,0,0,,0,0,,0
Mobily,AR RIYADH,Central,Nationals,Female,35,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,1,,
Mobily,SAFWA,Eastern,Nationals,Male,30,Postpaid,VHV,4,4,100,10,1,1,,1,1,1,0,1,1,
Mobily,HAIL,Northern,Nationals,Female,26,Postpaid,HV,5,5,150,10,1,1,,1,1,1,1,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,40,Prepaid,VLV,5,3,100,10,1,1,,1,1,,1,,,
Mobily,NAJRAN,South,Nationals,Male,32,Postpaid,HV,3,3,50,9,1,1,,0,1,,0,,,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,40,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,1,
Mobily,AR RIYADH,Central,Nationals,Male,25,Prepaid,VLV,3,3,50,5,0,0,,1,0,1,0,1,1,1
Mobily,AR RIYADH,Central,Nationals,Male,35,Postpaid,MV,4,2,50,,,1,,1,1,1,0,,,
Mobily,JEDDAH,Western,Nationals,Male,25,Postpaid,VLV,4,5,125,10,1,1,,1,1,,1,,1,
Mobily,AR RIYADH,Central,Expat Asians,Male,35,Postpaid,VHV,3,3,50,6,0,0,,0,0,,,0,0,0
Mobily,AR RIYADH,Central,Nationals,Male,22,Postpaid,VLV,4,3,75,10,1,1,,1,0,,0,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,30,Prepaid,VLV,4,4,100,8,0,1,,0,1,1,0,,1,0
Mobily,AR RIYADH,Central,Nationals,Male,22,Prepaid,LV,4,2,50,10,1,1,,1,0,1,1,1,,1
Mobily,JEDDAH,Western,Nationals,Female,21,Prepaid,VLV,5,4,125,10,1,1,,1,1,1,0,,1,
Mobily,AR RIYADH,Central,Nationals,Male,31,Postpaid,VHV,5,5,150,7,0,1,,1,1,1,1,,,
Mobily,AT TAIF,Western,Expat Asians,Male,38,Prepaid,VLV,4,3,75,6,0,0,,0,0,,0,0,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,26,Prepaid,LV,4,3,75,7,0,1,,0,1,,0,,,
Mobily,ABHA,South,Nationals,Male,34,Prepaid,VLV,4,4,100,8,0,0,,0,0,,0,0,0,0
Mobily,JEDDAH,Western,Nationals,Female,25,Prepaid,VLV,5,3,100,10,1,1,,1,1,,0,,,
Mobily,YANBU AN NAKHL,Northern,Nationals,Male,18,Prepaid,LV,5,5,150,10,1,0,,,1,,0,,,
Mobily,JEDDAH,Western,Expat Asians,Male,42,Postpaid,LV,4,4,100,8,0,0,,1,0,0,0,1,1,
Mobily,AD DAMMAM,Eastern,Nationals,Male,29,Prepaid,VLV,3,4,75,,,1,,0,1,,,1,,
Mobily,Other,Others,Nationals,Male,45,Prepaid,LV,4,4,100,0,0,1,,0,0,0,0,0,0,
Mobily,JEDDAH,Western,Expat Asians,Male,41,Postpaid,LV,4,1,25,9,1,0,,1,0,,1,,0,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,30,Postpaid,HV,5,5,150,4,0,1,,1,1,,0,1,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,35,Prepaid,VLV,4,4,100,8,0,1,,0,1,,1,,,
Mobily,AL MAJMA'AH,Central,Nationals,Female,38,Postpaid,VLV,4,4,100,9,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,34,Postpaid,VHV,4,4,100,10,1,0,,0,0,,1,0,0,
Mobily,Other,Others,Expat Asians,Male,40,Prepaid,VLV,5,2,75,6,0,0,,0,1,,1,1,,0
Mobily,JEDDAH,Western,Expat Asians,Female,24,Postpaid,VLV,3,4,75,7,0,0,,0,0,,0,0,,
Mobily,JEDDAH,Western,Nationals,Male,30,Prepaid,VLV,4,4,100,5,0,1,,1,1,,1,,1,1
Mobily,AR RIYADH,Central,Expat Arabs,Female,36,Postpaid,LV,5,,75,10,1,1,,1,1,,1,,,
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,33,Postpaid,VLV,4,3,75,7,0,,,,0,,,,,
Mobily,AR RIYADH,Central,Nationals,Male,24,Prepaid,VLV,4,3,75,10,1,1,,1,1,,0,,,
Mobily,JEDDAH,Western,Expat Asians,Male,28,Postpaid,MV,5,5,150,10,1,0,,1,1,,1,,0,
Mobily,JEDDAH,Western,Expat Asians,Male,30,Prepaid,LV,4,5,125,8,0,0,,1,0,,1,,0,
Mobily,AD DAMMAM,Eastern,Nationals,Male,35,Postpaid,LV,4,4,100,5,0,1,,1,0,,1,,,1
Mobily,JEDDAH,Western,Nationals,Male,37,Postpaid,MV,3,3,50,5,0,0,,0,0,,0,,0,
Mobily,JEDDAH,Western,Nationals,Male,36,Prepaid,VLV,4,4,100,,,0,,1,1,1,0,0,,
Mobily,JIZAN,South,Nationals,Male,50,Postpaid,MV,4,3,75,0,0,0,,0,1,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,38,Postpaid,VHV,5,4,125,10,1,1,,1,1,,1,,,
Mobily,KHAMIS MUSHAYT,South,Nationals,Female,33,Postpaid,VLV,4,3,75,8,0,1,,0,0,,1,,,
Mobily,Other,Others,Nationals,Male,40,Prepaid,VLV,1,2,-25,2,0,0,,0,0,0,0,0,0,0
Mobily,AT TAIF,Western,Nationals,Male,40,Postpaid,MV,5,5,150,4,0,1,,1,1,,0,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,38,Postpaid,VLV,3,4,75,8,0,0,,1,0,1,1,1,1,
Mobily,Other,Others,Nationals,Female,23,Postpaid,VLV,4,5,125,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Female,35,Prepaid,VLV,3,3,50,10,1,1,,0,0,,0,,,
Mobily,NAJRAN,South,Nationals,Male,25,Postpaid,MV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,20,Postpaid,HV,4,3,75,5,0,1,,0,0,1,1,0,0,
Mobily,JEDDAH,Western,Expat Asians,Male,50,Postpaid,LV,3,3,50,10,1,1,,0,1,0,1,1,1,
Mobily,JEDDAH,Western,Expat Asians,Female,60,Postpaid,MV,5,3,100,10,1,1,,,1,,1,,,1
Mobily,AD DAMMAM,Eastern,Nationals,Male,30,Prepaid,MV,4,4,100,6,0,0,,0,0,0,0,0,0,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,56,Postpaid,VLV,3,1,0,7,0,1,,,1,,1,1,,
Mobily,AT TAIF,Western,Nationals,Male,30,Prepaid,VLV,4,4,100,10,1,1,,0,0,,0,0,,
Mobily,JEDDAH,Western,Nationals,Female,24,Prepaid,MV,4,3,75,8,0,0,,1,0,0,0,0,0,
Mobily,AR RIYADH,Central,Expat Arabs,Male,39,Prepaid,VLV,4,3,75,7,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Nationals,Female,40,Postpaid,VLV,5,5,150,10,1,1,,1,1,,1,1,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,33,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AL KHUBAR,Eastern,Expat Arabs,Male,55,Postpaid,LV,4,4,100,8,0,1,,0,0,0,1,,1,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,22,Prepaid,VLV,3,2,25,5,0,0,,1,0,1,,1,1,
Mobily,AR RIYADH,Central,Nationals,Female,57,Prepaid,LV,5,5,150,9,1,1,,1,1,,1,,,
Mobily,AD DAMMAM,Eastern,Nationals,Female,37,Postpaid,VLV,5,4,125,,,1,,1,1,1,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,28,Prepaid,LV,2,4,50,10,1,1,,1,0,,1,,,
Mobily,AL QATIF,Eastern,Nationals,Male,40,Prepaid,VLV,3,3,50,5,0,0,,0,1,0,0,,1,
Mobily,ABHA,South,Nationals,Female,62,Postpaid,LV,4,4,100,8,0,1,,0,0,,1,,,
Mobily,Other,Others,Nationals,Female,42,Postpaid,VHV,5,5,150,10,1,1,,1,1,1,1,,,
Mobily,JEDDAH,Western,Nationals,Male,29,Prepaid,VLV,5,5,150,5,0,1,,1,0,,0,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,34,Postpaid,MV,3,2,25,5,0,0,0,0,0,0,0,0,0,
Mobily,AD DAMMAM,Eastern,Nationals,Male,57,Postpaid,VLV,3,3,50,,,,,0,0,,0,,0,
Mobily,AR RIYADH,Central,Expat Asians,Male,30,Postpaid,VLV,4,4,100,8,0,0,,0,0,,1,0,1,0
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,27,Prepaid,VLV,3,3,50,10,1,1,,1,0,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,18,Prepaid,VLV,3,3,50,5,0,0,,0,0,0,0,0,,
Mobily,TABUK,Northern,Nationals,Male,36,Prepaid,LV,3,4,75,10,1,0,,1,0,1,1,1,1,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,31,Prepaid,LV,4,5,125,,,0,,1,1,1,1,1,,
Mobily,Other,Others,Nationals,Male,25,Prepaid,VLV,5,3,100,5,0,0,,0,1,,1,0,1,
Mobily,AR RIYADH,Central,Expat Asians,Male,28,Postpaid,VLV,4,3,75,7,0,0,,1,1,,0,,1,
Mobily,JEDDAH,Western,Nationals,Male,25,Prepaid,LV,3,3,50,10,1,0,,0,1,,1,,,
Mobily,JEDDAH,Western,Expat Asians,Male,31,Prepaid,LV,4,4,100,8,0,0,,0,0,,1,0,0,
Mobily,AR RIYADH,Central,Nationals,Male,25,Prepaid,LV,3,2,25,8,0,1,,0,0,,1,,,
Mobily,TARUT,Eastern,Expat Asians,Male,36,Postpaid,VLV,5,1,50,9,1,1,,1,1,1,1,1,1,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,32,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,1,1,
Mobily,JEDDAH,Western,Nationals,Male,25,Prepaid,VLV,4,4,100,1,0,0,,0,0,,0,,,1
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Female,49,Prepaid,VLV,4,5,125,10,1,1,,,1,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,18,Prepaid,VLV,5,4,125,9,1,1,,0,0,1,1,1,1,
Mobily,Other,Others,Nationals,Male,45,Postpaid,MV,4,5,125,2,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,37,Prepaid,VLV,5,5,150,9,1,1,,1,1,,1,,,1
Mobily,AD DAMMAM,Eastern,Nationals,Male,30,Postpaid,LV,4,1,25,8,0,0,,1,0,1,1,1,1,
Mobily,AL KHUBAR,Eastern,Nationals,Female,30,Prepaid,LV,4,3,75,9,1,0,,1,0,,0,,,
Mobily,UNAYZAH,Central,Nationals,Female,45,Postpaid,LV,4,4,100,9,1,1,,1,1,1,1,1,1,
Mobily,JEDDAH,Western,Nationals,Male,40,Postpaid,MV,5,5,150,10,1,1,,1,0,,0,1,,
Mobily,Other,Others,Nationals,Female,30,Prepaid,LV,5,5,150,8,0,0,,1,1,,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Female,26,Prepaid,VLV,5,5,150,10,1,1,,1,0,,0,0,,
Mobily,AL QATIF,Eastern,Nationals,Female,25,Prepaid,VLV,5,4,125,8,0,1,,1,1,,0,,,0
Mobily,JEDDAH,Western,Expat Arabs,Male,40,Postpaid,LV,4,4,100,8,0,0,,1,1,,1,1,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,32,Prepaid,LV,4,4,100,8,0,0,,0,0,,0,,0,
Mobily,JEDDAH,Western,Expat Arabs,Male,37,Postpaid,HV,5,5,150,10,1,1,,1,1,1,1,,1,
Mobily,ABHA,South,Expat Arabs,Male,30,Prepaid,VLV,4,3,75,10,1,0,,0,0,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,33,Postpaid,HV,4,4,100,9,1,1,,0,0,,0,,,1
Mobily,JEDDAH,Western,Expat Arabs,Male,59,Prepaid,VLV,5,5,150,10,1,0,,1,0,,1,,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,31,Prepaid,VLV,4,5,125,10,1,1,,0,1,1,1,,1,1
Mobily,AR RIYADH,Central,Nationals,Female,21,Prepaid,VLV,5,3,100,8,0,0,,0,0,,1,,,1
Mobily,AR RIYADH,Central,Nationals,Male,30,Prepaid,VLV,4,3,75,10,1,0,,1,0,,0,1,,0
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,38,Prepaid,VLV,4,4,100,9,1,0,,0,0,1,0,0,0,
Mobily,AR RIYADH,Central,Expat Arabs,Male,34,Prepaid,VLV,4,3,75,4,0,1,,1,0,,1,,1,
Mobily,JEDDAH,Western,Nationals,Male,27,Prepaid,MV,3,4,75,10,1,1,1,1,0,1,0,0,,
Mobily,AR RIYADH,Central,Nationals,Male,41,Postpaid,VHV,4,3,75,6,0,0,,0,0,,0,,0,
Mobily,JEDDAH,Western,Nationals,Female,32,Postpaid,MV,5,5,150,10,1,1,,1,1,1,1,1,1,
Mobily,YANBU AN NAKHL,Northern,Nationals,Male,29,Postpaid,MV,4,3,75,8,0,1,,1,1,,0,,1,
Mobily,Other,Others,Nationals,Female,29,Prepaid,MV,5,5,150,10,1,1,,1,0,0,0,0,0,
Mobily,KHAMIS MUSHAYT,South,Nationals,Male,35,Postpaid,VHV,4,5,125,2,0,0,,0,1,,1,,,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,33,Prepaid,VLV,4,4,100,5,0,1,,1,1,1,,0,1,
Mobily,AL JUBAIL,Eastern,Nationals,Male,29,Postpaid,HV,3,3,50,7,0,0,,0,0,,0,0,,0
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,40,Prepaid,LV,4,3,75,,,1,,,1,1,1,1,1,
Mobily,JEDDAH,Western,Nationals,Female,24,Postpaid,VLV,5,5,150,10,1,1,,1,1,1,1,0,1,
Mobily,JEDDAH,Western,Nationals,Male,29,Prepaid,LV,4,3,75,0,0,0,,0,0,,0,0,1,
Mobily,Other,Others,Nationals,Female,28,Prepaid,LV,5,4,125,9,1,1,,1,0,1,1,,,
Mobily,Other,Others,Nationals,Male,31,Postpaid,LV,1,2,-25,10,1,,,1,0,0,0,,1,0
Mobily,HAFAR AL BATIN,Eastern,Nationals,Male,34,Prepaid,LV,2,2,0,6,0,0,,0,0,,0,0,0,
Mobily,JEDDAH,Western,Nationals,Male,59,Postpaid,MV,4,3,75,8,0,1,,1,0,,1,,,
Mobily,BURAYDAH,Central,Nationals,Male,30,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,,1,
Mobily,AL KHUBAR,Eastern,Expat Arabs,Male,57,Postpaid,VLV,2,1,-25,2,0,0,,0,0,0,0,1,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,25,Prepaid,MV,5,5,150,9,1,1,,1,1,1,1,,1,
Mobily,AR RIYADH,Central,Nationals,Male,35,Prepaid,VLV,4,2,50,5,0,,,,0,0,,,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,20,Postpaid,VLV,4,5,125,,,0,,0,0,,0,1,1,1
